employee_name,user,O,C,E,A,N,logon_count,logoff_count,after_hours_logon_count,after_hours_logoff_count,unique_pc_count,email_count,emails_with_attachments,total_attachments,total_email_size,unique_recipients,file_activity_count,unique_files,unique_file_pcs,http_request_count,unique_http_pc_count,unique_domain_count,device_activity_count,device_connect_count,device_disconnect_count,unique_device_pc_count
Merritt Oliver Phelps,MOP0763,43,41,22,20,33,346,346,0,0,1,995,0,0,29596898,629,0.0,0.0,0.0,10034,1,70,0.0,0.0,0.0,0.0
Callum Brendan Gonzalez,CBG0490,50,31,35,10,29,346,346,0,0,1,5029,1018,1834,149242993,2538,0.0,0.0,0.0,56052,1,136,0.0,0.0,0.0,0.0
Cameron Noel Elliott,CNE0352,39,22,44,15,30,346,346,174,0,1,5950,637,1204,177647458,2886,0.0,0.0,0.0,65740,1,68,0.0,0.0,0.0,0.0
Gil Quincy Potter,GQP0743,47,39,19,39,25,346,346,164,0,1,4978,1985,3470,149026403,2472,0.0,0.0,0.0,56052,1,229,0.0,0.0,0.0,0.0
Philip Travis Hartman,PTH0552,20,13,32,20,28,611,346,156,178,1,3018,895,1423,91323427,1437,0.0,0.0,0.0,32870,1,142,0.0,0.0,0.0,0.0
Garrison Levi Rollins,GLR0975,33,44,26,24,24,611,346,158,240,1,3687,1482,2945,110722424,1469,0.0,0.0,0.0,39444,1,124,0.0,0.0,0.0,0.0
Gareth Thomas Dickson,GTD0219,40,40,19,30,33,490,490,425,312,109,1262,373,705,38339569,738,1281.0,1281.0,162.0,13442,1,210,957.0,479.0,478.0,291.0
Blossom Keiko Weiss,BKW0374,41,38,17,46,27,1358,1358,853,852,112,3612,708,1212,108570725,1768,0.0,0.0,0.0,39388,1,140,0.0,0.0,0.0,0.0
Constance Audrey Hicks,CAH0936,40,22,39,50,24,354,213,196,20,6,1512,465,936,45614918,790,42.0,42.0,1.0,17202,1,185,25.0,13.0,12.0,1.0
Althea Ina Palmer,AIP0982,43,20,43,41,33,636,364,347,10,1,3328,988,1864,99355047,1399,6182.0,6182.0,1.0,34500,1,86,729.0,366.0,363.0,1.0
Kennedy Robert Vega,KRV0372,40,39,25,35,32,1410,1410,926,932,104,3711,1502,2410,111227957,1815,0.0,0.0,0.0,39444,1,253,0.0,0.0,0.0,0.0
Ivor Amir Tucker,IAT0263,28,23,30,30,27,186,186,186,0,1,1762,510,1010,53567923,782,0.0,0.0,0.0,17670,1,94,0.0,0.0,0.0,0.0
Jocelyn Brenna Daniels,JBD0616,40,21,25,37,27,640,362,167,0,2,5030,1530,2655,150294878,2702,339.0,339.0,1.0,56052,1,209,5968.0,2991.0,2977.0,1.0
Roary Ursa Massey,RUM0880,40,37,17,38,26,660,393,380,43,2,5004,1991,3869,149771740,2489,2199.0,2199.0,1.0,55890,1,203,1398.0,701.0,697.0,1.0
Declan Gareth Mclaughlin,DGM0754,42,18,42,24,24,29,29,12,0,1,431,0,0,12876970,310,0.0,0.0,0.0,4698,1,149,0.0,0.0,0.0,0.0
Savannah Marcia Yang,SMY0792,43,37,39,42,25,686,416,0,0,4,3021,890,1664,89796021,1550,1209.0,1209.0,1.0,32870,1,165,758.0,380.0,378.0,1.0
Harrison Oscar Burke,HOB0994,38,39,15,43,33,346,346,0,346,1,2979,587,1063,89564945,1115,0.0,0.0,0.0,32870,1,161,0.0,0.0,0.0,0.0
Donovan Garth Nieves,DGN0480,21,25,44,20,31,329,329,0,0,1,4798,949,1810,143385759,2425,0.0,0.0,0.0,53298,1,167,0.0,0.0,0.0,0.0
Kirk Jakeem Joyce,KJJ0293,41,42,23,39,33,691,424,0,211,2,333,140,316,9971068,247,530.0,530.0,1.0,3460,1,109,687.0,345.0,342.0,1.0
Justin Xerxes Hansen,JXH0493,36,32,23,15,31,346,346,0,0,1,5008,538,912,148519285,2498,0.0,0.0,0.0,56052,1,141,0.0,0.0,0.0,0.0
Peter Gil Harrington,PGH0184,30,35,33,22,25,406,229,229,229,1,673,276,566,19748486,472,0.0,0.0,0.0,6641,1,128,0.0,0.0,0.0,0.0
Josiah Preston Wall,JPW0741,40,38,44,30,33,346,346,163,0,1,4984,0,0,150380728,2517,0.0,0.0,0.0,56052,1,127,0.0,0.0,0.0,0.0
Nichole Melodie Gilbert,NMG0766,16,23,42,40,31,346,346,0,0,1,1002,109,224,29994669,638,0.0,0.0,0.0,10034,1,169,0.0,0.0,0.0,0.0
Heidi Mia Wilson,HMW0713,38,24,40,36,28,346,346,346,0,1,335,73,135,9860566,255,0.0,0.0,0.0,3460,1,62,0.0,0.0,0.0,0.0
Malik Adrian Hebert,MAH0864,30,46,25,20,25,346,346,346,7,1,5046,1010,1990,150460498,2564,0.0,0.0,0.0,56052,1,135,0.0,0.0,0.0,0.0
Quentin Nolan Fitzpatrick,QNF0205,35,41,22,21,29,346,346,346,0,1,3670,369,612,109882555,1110,0.0,0.0,0.0,39444,1,145,0.0,0.0,0.0,0.0
Keane Kennan Watts,KKW0879,36,42,21,31,27,451,451,407,31,2,5158,540,1229,154248133,2763,1534.0,1534.0,1.0,61722,1,151,6501.0,3257.0,3244.0,1.0
Thaddeus Emery Martin,TEM0093,28,24,45,14,30,247,247,247,0,1,2158,417,725,64835346,983,0.0,0.0,0.0,23465,1,133,0.0,0.0,0.0,0.0
Reuben Victor Freeman,RVF0201,36,32,38,29,28,635,366,349,3,2,3692,1090,1838,109820333,1163,252.0,252.0,1.0,39444,1,134,687.0,345.0,342.0,1.0
Tobias Martin Ashley,TMA0069,33,38,42,14,33,346,346,164,208,1,3057,608,1091,91121905,1433,0.0,0.0,0.0,32870,1,225,0.0,0.0,0.0,0.0
Vernon Finn Mcgee,VFM0814,46,45,44,19,28,476,291,5,245,2,2110,227,504,63416821,1075,122.0,122.0,1.0,22800,1,196,180.0,90.0,90.0,1.0
Salvador Byron Norton,SBN0866,41,34,41,24,22,372,372,372,42,1,5047,1543,2647,150712560,2639,5864.0,5864.0,1.0,56052,1,197,751.0,377.0,374.0,1.0
Zenaida Justine England,ZJE0857,35,34,36,38,31,393,393,368,12,2,5362,530,887,161684652,2681,0.0,0.0,0.0,59454,1,200,0.0,0.0,0.0,0.0
Hasad Paki Mcfadden,HPM0986,41,36,38,23,24,346,346,346,9,1,4697,0,0,139762855,1641,0.0,0.0,0.0,49478,1,165,0.0,0.0,0.0,0.0
Cody Jonathan Potter,CJP0952,45,18,25,18,27,653,381,366,19,2,335,104,182,10386334,296,0.0,0.0,0.0,3460,1,79,0.0,0.0,0.0,0.0
Dante Raja Roberts,DRR0162,45,36,20,36,29,256,256,256,0,1,2737,794,1376,82494755,714,529.0,529.0,1.0,29293,1,138,1116.0,559.0,557.0,1.0
Evelyn Sarah Reilly,ESR0693,35,23,25,21,31,192,192,1,171,2,1475,570,1121,44016776,738,509.0,509.0,1.0,16055,1,98,391.0,198.0,193.0,1.0
Colt Walter Reynolds,CWR0502,41,49,25,45,27,696,426,0,0,2,4677,1382,2527,140175759,2575,765.0,765.0,1.0,56052,1,214,694.0,348.0,346.0,1.0
Summer Leilani Boyer,SLB0049,14,27,16,22,20,346,346,0,0,1,6061,1295,2460,181321999,2406,0.0,0.0,0.0,65740,1,205,0.0,0.0,0.0,0.0
Ira Dustin Oneill,IDO0176,34,39,40,24,26,346,346,346,0,1,5026,0,0,151262135,2579,0.0,0.0,0.0,56052,1,113,0.0,0.0,0.0,0.0
Alfonso Gage Blankenship,AGB0186,18,10,41,15,35,346,346,346,346,1,1003,0,0,29954816,637,0.0,0.0,0.0,10034,1,110,0.0,0.0,0.0,0.0
Roary Jane Barrett,RJB0088,20,42,37,45,24,346,346,346,0,1,3002,0,0,89777786,1422,0.0,0.0,0.0,32870,1,108,0.0,0.0,0.0,0.0
Oren Curran Brady,OCB0805,37,33,42,16,18,346,346,0,0,1,3028,318,683,90820839,1441,0.0,0.0,0.0,32870,1,173,0.0,0.0,0.0,0.0
Elton Tyler Richard,ETR0428,36,21,40,20,20,417,417,163,2,2,3034,891,1623,90761972,1507,0.0,0.0,0.0,34600,1,256,0.0,0.0,0.0,0.0
Ivana Kaitlin Parsons,IKP0472,32,10,37,38,31,1016,621,236,273,2,481,195,404,14343864,398,812.0,812.0,1.0,4446,1,145,1033.0,519.0,514.0,1.0
Leo Hasad Byrd,LHB0967,37,38,41,47,33,346,346,346,0,1,330,0,0,9731539,260,0.0,0.0,0.0,3460,1,69,0.0,0.0,0.0,0.0
Chester Caldwell Mendoza,CCM0467,43,40,19,26,25,346,346,155,202,1,335,67,142,9871432,255,0.0,0.0,0.0,3460,1,65,0.0,0.0,0.0,0.0
Gage Kaden Odonnell,GKO0078,44,46,21,24,29,744,473,365,17,2,6000,2446,4144,178976952,3160,942.0,942.0,1.0,65550,1,182,723.0,363.0,360.0,1.0
Garrett Nicholas Solomon,GNS0178,30,17,42,26,33,676,402,381,386,2,2947,887,1923,88373378,1716,3049.0,3049.0,1.0,32870,1,157,303.0,152.0,151.0,1.0
Sybill Sage Shaw,SSS0345,40,21,38,16,20,346,346,346,346,1,1011,0,0,30501427,623,0.0,0.0,0.0,10034,1,143,0.0,0.0,0.0,0.0
Lane Oleg Mclaughlin,LOM0086,18,10,34,23,33,255,147,138,0,2,1237,361,626,37808166,686,438.0,438.0,1.0,13490,1,140,570.0,286.0,284.0,1.0
Simone Scarlet Rose,SSR0278,34,32,45,15,24,196,196,0,196,1,1688,0,0,50813747,909,0.0,0.0,0.0,18620,1,210,0.0,0.0,0.0,0.0
Adena Lisandra Hardin,ALH0402,43,23,43,46,32,346,346,154,346,1,3039,606,1263,90586539,1471,0.0,0.0,0.0,32870,1,150,0.0,0.0,0.0,0.0
Anastasia Kylan Kaufman,AKK0329,45,22,25,39,22,346,346,346,346,1,1011,406,693,30309339,642,0.0,0.0,0.0,10034,1,223,0.0,0.0,0.0,0.0
Eugenia Whilemina Harrington,EWH0191,33,17,22,23,27,613,346,346,0,1,4649,1852,3413,139165462,1595,0.0,0.0,0.0,49478,1,207,0.0,0.0,0.0,0.0
Todd Vance Spears,TVS0050,40,38,18,30,29,806,533,449,104,2,6253,1880,3063,187154883,2675,0.0,0.0,0.0,65740,1,139,0.0,0.0,0.0,0.0
Troy Uriah Conway,TUC0632,38,44,10,13,31,346,346,0,346,1,1019,0,0,30345608,622,0.0,0.0,0.0,10034,1,165,0.0,0.0,0.0,0.0
Sonia Karly Goodwin,SKG0759,22,15,43,41,26,346,346,0,0,1,1002,406,906,30257480,624,0.0,0.0,0.0,10034,1,101,0.0,0.0,0.0,0.0
Isabella Marah Graham,IMG0320,37,14,12,24,23,346,346,346,0,1,5032,992,1943,151834160,2494,0.0,0.0,0.0,55890,1,189,0.0,0.0,0.0,0.0
Blair Bruno Grimes,BBG0325,41,50,30,37,40,643,368,350,4,2,5032,1517,2509,149612323,2732,349.0,349.0,1.0,56052,1,174,729.0,368.0,361.0,1.0
Chanda Tamekah William,CTW0500,38,36,20,35,35,346,346,0,0,1,4974,1971,3969,149640176,2550,0.0,0.0,0.0,56052,1,196,0.0,0.0,0.0,0.0
Sonya Beatrice Nichols,SBN0495,39,22,43,24,21,346,346,0,0,1,5107,1004,1817,153595695,2598,0.0,0.0,0.0,56052,1,227,0.0,0.0,0.0,0.0
Emerald Lysandra Hodges,ELH0960,40,43,26,41,22,346,346,346,0,1,333,0,0,9882333,261,0.0,0.0,0.0,3460,1,76,0.0,0.0,0.0,0.0
Brynn Madeline Sherman,BMS0877,31,50,11,43,33,126,126,126,3,1,1786,700,1346,53339264,1032,0.0,0.0,0.0,20412,1,101,0.0,0.0,0.0,0.0
Thomas Shad Guthrie,TSG0906,41,21,40,28,28,608,346,0,346,1,1008,421,845,30441525,658,0.0,0.0,0.0,10005,1,65,0.0,0.0,0.0,0.0
Rebecca Kelsie Daugherty,RKD0604,17,46,36,38,31,154,154,85,4,1,2179,207,389,65474573,1217,49.0,49.0,1.0,24302,1,158,40.0,20.0,20.0,1.0
Jakeem Magee Knight,JMK0099,40,37,41,41,25,735,465,365,16,2,2989,906,1815,89687476,1735,555.0,555.0,1.0,32870,1,230,279.0,141.0,138.0,1.0
Macon Kyle Pope,MKP0861,36,42,39,34,29,620,346,346,14,1,4983,1993,3538,148081972,2519,0.0,0.0,0.0,56052,1,178,0.0,0.0,0.0,0.0
Honorato Ivan Wall,HIW0536,39,50,25,24,20,346,346,162,346,1,4713,479,812,141327732,2336,0.0,0.0,0.0,49335,1,135,0.0,0.0,0.0,0.0
Cherokee Tashya Ramirez,CTR0697,36,15,33,25,34,613,350,350,4,1,334,109,233,9643975,294,0.0,0.0,0.0,3460,1,104,0.0,0.0,0.0,0.0
Blaine Helen Cervantes,BHC0665,14,21,12,12,32,463,463,0,0,2,2973,1183,2331,89919176,1707,0.0,0.0,0.0,32775,1,118,0.0,0.0,0.0,0.0
Dominic Calvin Hewitt,DCH0843,20,31,11,18,36,294,294,5,294,1,281,57,113,8275990,219,38.0,38.0,1.0,2891,1,121,46.0,23.0,23.0,1.0
Wade Ira Frazier,WIF0691,33,39,37,30,24,616,356,5,352,2,3013,291,609,91086092,1399,8267.0,8267.0,1.0,34600,1,257,5455.0,2732.0,2723.0,1.0
Hanae Wendy Meyer,HWM0342,45,44,41,39,34,365,365,347,349,2,1019,109,234,30499481,642,0.0,0.0,0.0,10034,1,127,0.0,0.0,0.0,0.0
Mufutau Nehru Contreras,MNC0717,30,37,22,22,34,715,455,358,11,2,338,103,243,10135429,288,0.0,0.0,0.0,3460,1,66,0.0,0.0,0.0,0.0
Abel Reese Boone,ARB0881,38,46,43,10,35,346,346,0,346,1,1016,386,760,30171508,620,0.0,0.0,0.0,10034,1,135,0.0,0.0,0.0,0.0
Azalia Halee Cantu,AHC0142,34,23,40,15,26,755,442,391,3,2,3382,1002,1844,102101629,1085,0.0,0.0,0.0,36670,1,166,0.0,0.0,0.0,0.0
Zenia Freya Macias,ZFM0468,35,16,20,45,30,346,346,156,189,1,336,79,161,10391181,266,0.0,0.0,0.0,3460,1,130,0.0,0.0,0.0,0.0
Delilah Iliana Wilkinson,DIW0118,37,17,19,37,26,739,470,367,17,2,4658,1387,2401,139614336,1921,1314.0,1314.0,1.0,49478,1,150,1359.0,683.0,676.0,1.0
Upton Sebastian Holt,USH0199,44,39,46,36,25,349,349,349,2,1,3052,952,1864,92277385,909,142.0,142.0,1.0,32870,1,209,222.0,112.0,110.0,1.0
Mallory Alexis Daniel,MAD0753,50,30,36,41,33,346,346,168,0,1,5049,1040,1699,150654694,2518,0.0,0.0,0.0,56052,1,228,0.0,0.0,0.0,0.0
Kim Dara Sullivan,KDS0349,18,23,20,32,29,346,346,166,0,1,4745,0,0,141675008,2364,0.0,0.0,0.0,49478,1,218,0.0,0.0,0.0,0.0
Laith Jason Britt,LJB0826,38,21,39,15,32,346,346,0,346,1,336,80,164,10127593,256,0.0,0.0,0.0,3450,1,71,0.0,0.0,0.0,0.0
Farrah Kim Keith,FKK0055,46,16,37,16,27,856,489,0,0,2,4039,1630,3275,121898249,1726,601.0,601.0,1.0,46400,1,225,344.0,172.0,172.0,1.0
Tara Alma Potts,TAP0551,25,17,27,20,22,417,247,113,145,2,1960,584,1285,58478653,988,21.0,21.0,1.0,21377,1,210,10.0,5.0,5.0,1.0
Fletcher Perry Cantu,FPC0954,22,25,50,20,27,346,346,346,0,1,340,0,0,9952288,268,0.0,0.0,0.0,3460,1,64,0.0,0.0,0.0,0.0
Galena Britanney Merritt,GBM0603,39,42,42,24,37,322,322,146,0,1,4673,936,1829,138794883,2450,0.0,0.0,0.0,52164,1,211,0.0,0.0,0.0,0.0
Casey Xerxes Conrad,CXC0336,23,19,34,35,34,346,346,346,346,1,1000,208,434,29963956,628,0.0,0.0,0.0,10005,1,78,0.0,0.0,0.0,0.0
Hakeem Mason Mccall,HMM0108,33,41,17,43,25,120,80,1,56,2,540,171,308,15902020,363,345.0,345.0,1.0,5225,1,83,198.0,100.0,98.0,1.0
Fritz Dale Ellison,FDE0117,38,37,32,41,28,346,346,0,346,1,4724,921,1759,141349421,1986,0.0,0.0,0.0,49478,1,156,0.0,0.0,0.0,0.0
Fatima Ulla Mcclure,FUM0015,33,18,18,46,32,346,346,0,346,1,6114,2467,4528,183233065,2291,0.0,0.0,0.0,65740,1,190,0.0,0.0,0.0,0.0
Nelle April Bowen,NAB0801,28,34,10,41,29,346,346,0,0,1,3028,310,596,90664063,1419,0.0,0.0,0.0,32870,1,144,0.0,0.0,0.0,0.0
Geoffrey Jin Tucker,GJT0386,24,13,49,34,26,346,346,159,0,1,2998,292,506,88928278,1407,0.0,0.0,0.0,32870,1,180,0.0,0.0,0.0,0.0
Kathleen Aline Chan,KAC0124,33,14,30,18,33,346,346,0,346,1,3058,0,0,91462399,1418,0.0,0.0,0.0,32870,1,162,0.0,0.0,0.0,0.0
Raymond Gray Hyde,RGH0728,19,20,37,18,29,281,281,135,0,1,4114,810,1423,123330807,2150,0.0,0.0,0.0,45522,1,160,0.0,0.0,0.0,0.0
Charde Cynthia Rasmussen,CCR0863,20,30,37,14,29,346,346,346,8,1,5096,0,0,153134558,2585,0.0,0.0,0.0,56052,1,238,0.0,0.0,0.0,0.0
Tiger Tucker Dawson,TTD1000,34,34,24,40,29,346,346,0,346,1,3000,608,1085,90559664,1265,0.0,0.0,0.0,32870,1,210,0.0,0.0,0.0,0.0
Oleg Kane Britt,OKB0439,41,42,30,25,27,346,346,166,0,1,3044,1178,2321,92313728,1532,0.0,0.0,0.0,32870,1,111,0.0,0.0,0.0,0.0
Xander Aaron Acevedo,XAA0104,41,40,14,38,42,621,346,346,0,1,3039,932,1872,91471670,1569,437.0,437.0,1.0,32870,1,141,274.0,138.0,136.0,1.0
Reuben Fulton Pugh,RFP0380,39,39,20,20,32,346,346,156,0,1,2996,654,1092,89299914,1351,0.0,0.0,0.0,32870,1,92,0.0,0.0,0.0,0.0
Josiah Thaddeus Stewart,JTS0389,31,36,11,44,32,423,423,172,2,3,3335,324,566,99977985,1637,376.0,376.0,1.0,32870,1,168,270.0,136.0,134.0,1.0
Cameran Madonna Shepard,CMS0454,43,23,28,15,25,346,346,170,183,1,336,73,147,10093650,255,0.0,0.0,0.0,3450,1,62,0.0,0.0,0.0,0.0
Jaden Kylan Buckley,JKB0126,43,24,19,33,28,345,346,0,346,1,3024,0,0,90628268,1265,0.0,0.0,0.0,32870,1,184,0.0,0.0,0.0,0.0
Lillith Adena Matthews,LAM0911,42,43,27,38,22,606,346,0,346,1,4728,965,1719,140707203,2321,0.0,0.0,0.0,49478,1,237,0.0,0.0,0.0,0.0
Grady Craig Coffey,GCC0744,35,42,15,25,31,346,346,168,0,1,5063,0,0,151525892,2524,0.0,0.0,0.0,56052,1,206,0.0,0.0,0.0,0.0
Colin Lawrence Holder,CLH0703,48,41,47,28,29,346,346,346,0,1,332,36,61,10214741,264,0.0,0.0,0.0,3460,1,150,0.0,0.0,0.0,0.0
Keely Mollie Weiss,KMW0545,19,16,18,23,32,621,346,161,185,1,3025,934,1839,91003763,1522,493.0,493.0,1.0,31140,1,163,257.0,129.0,128.0,1.0
Piper Sasha Fuentes,PSF0133,42,40,11,36,33,190,190,0,113,1,200,0,0,5692789,182,449.0,449.0,1.0,2028,1,93,813.0,408.0,405.0,1.0
Nathaniel Hunter Heath,NHH0185,41,43,19,21,33,355,355,352,352,1,1006,116,210,30163188,621,0.0,0.0,0.0,9342,1,114,0.0,0.0,0.0,0.0
Nehru Cyrus Everett,NCE0097,48,36,20,11,35,346,346,346,0,1,3032,286,562,91271246,1552,0.0,0.0,0.0,34600,1,235,0.0,0.0,0.0,0.0
Camilla Camille Leach,CCL0068,13,16,23,19,23,288,288,140,154,1,2521,491,827,75929183,1170,630.0,630.0,1.0,27464,1,171,1262.0,633.0,629.0,1.0
Anne Jane Carey,AJC0840,14,24,19,33,37,346,346,0,346,1,364,45,87,11188640,277,0.0,0.0,0.0,3460,1,92,0.0,0.0,0.0,0.0
George Cade Chen,GCC0945,30,39,18,25,27,346,346,346,0,1,337,44,79,9898964,267,0.0,0.0,0.0,3460,1,94,0.0,0.0,0.0,0.0
Noah Andrew Beck,NAB0903,44,30,19,30,37,346,346,0,346,1,1063,0,0,31972015,646,0.0,0.0,0.0,10034,1,180,0.0,0.0,0.0,0.0
Alice Orli Stout,AOS0987,16,32,40,30,27,709,440,11,360,2,3017,857,1559,90424650,886,0.0,0.0,0.0,31140,1,194,0.0,0.0,0.0,0.0
Jana Amanda Dorsey,JAD0609,18,23,26,36,33,438,438,175,2,3,4968,1972,4145,147803283,2563,0.0,0.0,0.0,56052,1,156,0.0,0.0,0.0,0.0
Alea Maggie Whitfield,AMW0392,47,47,22,44,26,804,450,211,450,1,3956,398,706,118249034,1836,0.0,0.0,0.0,40500,1,208,0.0,0.0,0.0,0.0
Fay Ingrid Rodriquez,FIR0920,40,11,44,20,27,439,439,17,367,2,3006,1188,2310,89806230,1475,0.0,0.0,0.0,32870,1,96,0.0,0.0,0.0,0.0
Rowan Neve Parks,RNP0211,39,15,25,40,30,625,346,346,0,1,4664,1869,3417,140471544,2053,2638.0,2638.0,1.0,49478,1,148,2129.0,1073.0,1056.0,1.0
Rose Hanae Yates,RHY0079,20,19,14,21,26,358,358,2,348,2,6102,605,1371,183073990,2968,0.0,0.0,0.0,65740,1,213,0.0,0.0,0.0,0.0
Chiquita Linda Stokes,CLS0296,27,16,25,18,33,346,346,0,187,1,336,0,0,9990620,261,0.0,0.0,0.0,3460,1,86,0.0,0.0,0.0,0.0
Julian Samson Allen,JSA0775,50,46,42,19,33,346,346,0,0,1,991,400,760,29653512,682,0.0,0.0,0.0,10034,1,229,0.0,0.0,0.0,0.0
Rina Denise Mcgee,RDM0115,42,17,39,15,30,346,346,346,0,1,3677,754,1491,110480809,1210,0.0,0.0,0.0,39330,1,173,0.0,0.0,0.0,0.0
Joel Kennan Mccarty,JKM0303,46,10,44,15,35,346,346,0,187,1,330,77,172,9785572,249,0.0,0.0,0.0,3450,1,114,0.0,0.0,0.0,0.0
Irene Jemima Meyers,IJM0139,45,17,15,30,35,346,346,0,178,1,337,0,0,10184426,246,0.0,0.0,0.0,3460,1,91,0.0,0.0,0.0,0.0
September Vielka Livingston,SVL0940,15,42,26,15,34,346,346,346,0,1,2991,602,983,89710607,1383,0.0,0.0,0.0,32870,1,191,0.0,0.0,0.0,0.0
Lacota Dahlia Good,LDG0459,20,41,10,50,34,714,435,161,221,3,332,105,205,9941829,258,480.0,480.0,1.0,3460,1,126,312.0,157.0,155.0,1.0
Raymond Otto Bond,ROB0272,39,45,23,41,34,345,346,345,0,1,3002,0,0,89744122,1531,0.0,0.0,0.0,32870,1,98,0.0,0.0,0.0,0.0
Lamar Nissim Strickland,LNS0989,34,38,45,30,31,702,431,364,365,2,3037,1210,2264,91093865,943,0.0,0.0,0.0,32870,1,182,0.0,0.0,0.0,0.0
Charissa Nyssa Mcgee,CNM0800,32,11,40,38,24,346,346,0,0,1,2994,1149,2281,88611163,1425,0.0,0.0,0.0,32870,1,82,0.0,0.0,0.0,0.0
Halla Germaine Nolan,HGN0287,45,30,18,18,27,346,346,0,346,1,3371,1009,2017,100608572,1706,0.0,0.0,0.0,31050,1,121,0.0,0.0,0.0,0.0
Kay Maxine Skinner,KMS0657,17,31,21,17,29,346,346,0,346,1,1006,0,0,30430473,644,0.0,0.0,0.0,10034,1,63,0.0,0.0,0.0,0.0
Beverly Melissa Garner,BMG0917,43,36,41,23,34,638,367,21,367,1,3039,331,617,90659408,1431,7692.0,7692.0,1.0,34600,1,116,5955.0,2981.0,2974.0,1.0
Hollee Vanna Becker,HVB0037,17,42,41,44,26,403,403,403,0,1,5454,582,1025,162455677,2487,0.0,0.0,0.0,57629,1,189,0.0,0.0,0.0,0.0
Phelan Nissim Howell,PNH0761,36,49,27,32,30,435,435,51,51,3,992,113,250,29949502,668,2106.0,2106.0,1.0,9342,1,164,242.0,121.0,121.0,1.0
Jackson Linus Wilkerson,JLW0053,42,41,18,38,31,346,346,167,346,1,4717,0,0,140343719,2364,0.0,0.0,0.0,49478,1,98,0.0,0.0,0.0,0.0
Justine Nola Adkins,JNA0559,10,10,41,10,31,345,346,0,181,1,3020,0,0,90531346,1418,0.0,0.0,0.0,32870,1,239,0.0,0.0,0.0,0.0
Orla Yolanda Middleton,OYM0026,23,26,18,36,28,377,377,4,351,2,2994,297,593,90665033,725,0.0,0.0,0.0,32870,1,194,0.0,0.0,0.0,0.0
Naida Imelda Hughes,NIH0969,43,25,43,22,22,627,347,347,0,1,330,96,199,9844643,258,0.0,0.0,0.0,3460,1,125,0.0,0.0,0.0,0.0
Rogan Chandler Coffey,RCC0617,33,50,13,12,27,346,346,141,0,1,5053,0,0,151642692,2561,0.0,0.0,0.0,56052,1,182,0.0,0.0,0.0,0.0
Grady Jordan Duran,GJD0298,43,39,12,40,27,346,346,0,205,1,339,129,297,10520769,243,0.0,0.0,0.0,3460,1,142,0.0,0.0,0.0,0.0
Marcia Lillian Lynn,MLL0598,44,17,23,49,29,346,346,0,346,1,335,43,86,9870438,259,353.0,353.0,1.0,3450,1,135,5545.0,2779.0,2766.0,1.0
Daria Samantha Mcbride,DSM0591,20,35,18,43,35,346,346,0,346,1,338,0,0,10250331,239,0.0,0.0,0.0,3460,1,121,0.0,0.0,0.0,0.0
Bernard Tobias Landry,BTL0226,36,44,37,38,31,406,241,108,228,3,1862,568,974,56014207,1054,4.0,4.0,1.0,20238,1,146,16.0,8.0,8.0,1.0
Selma Barbara Nicholson,SBN0971,41,40,17,47,30,449,449,449,0,1,434,135,268,12823417,307,577.0,577.0,1.0,4490,1,61,350.0,176.0,174.0,1.0
Camilla Claire Whitehead,CCW0524,40,25,20,21,25,346,346,0,0,1,1009,194,415,30057787,626,0.0,0.0,0.0,10005,1,93,0.0,0.0,0.0,0.0
Ira Wyatt Moss,IWM0816,35,42,50,44,28,622,346,0,346,1,3013,935,1788,90520358,1381,0.0,0.0,0.0,32870,1,129,0.0,0.0,0.0,0.0
John Omar Lancaster,JOL0024,50,40,24,21,29,346,346,346,9,1,3640,725,1366,109794093,1343,0.0,0.0,0.0,39330,1,57,0.0,0.0,0.0,0.0
Ella Nita Lewis,ENL0100,39,18,42,35,21,346,346,346,0,1,3029,602,1016,91711931,1562,0.0,0.0,0.0,32870,1,100,0.0,0.0,0.0,0.0
Talon Ian Ware,TIW0299,34,19,19,12,31,346,346,0,182,1,337,79,143,10115557,274,0.0,0.0,0.0,3460,1,56,0.0,0.0,0.0,0.0
Zachery Samson Kerr,ZSK0258,38,35,21,37,25,346,346,346,0,1,3000,325,553,88728539,1404,0.0,0.0,0.0,32870,1,173,0.0,0.0,0.0,0.0
Chaim Grant Fernandez,CGF0337,32,30,43,15,31,346,346,346,346,1,1012,0,0,30592705,632,0.0,0.0,0.0,10034,1,148,0.0,0.0,0.0,0.0
Erich Harding Bryant,EHB0420,45,42,38,17,20,991,660,288,357,2,3767,1130,2107,112589452,1987,0.0,0.0,0.0,38880,1,201,0.0,0.0,0.0,0.0
Rhona Germane Nelson,RGN0408,11,21,22,22,32,345,346,172,182,1,3026,1197,2377,90368568,1488,0.0,0.0,0.0,32870,1,105,0.0,0.0,0.0,0.0
Frances Hermione Owens,FHO0630,28,44,23,12,26,346,346,173,0,1,4993,1999,3811,150926414,2456,0.0,0.0,0.0,56052,1,217,0.0,0.0,0.0,0.0
Jescie Kristen Jenkins,JKJ0698,16,38,16,22,28,471,472,453,8,4,429,55,107,13043096,317,0.0,0.0,0.0,4420,1,107,0.0,0.0,0.0,0.0
Shana Callie Ferguson,SCF0608,35,18,42,42,36,346,346,165,0,1,5377,529,1083,160840608,2873,0.0,0.0,0.0,56052,1,192,0.0,0.0,0.0,0.0
