id,date,user,pc,to,cc,bcc,from,size,attachments
EML0002573,01/19/2026 10:55:40,USR0018,PC-USR0018-01,colleague1@dTA.org,,,usr0018@dTA.org,450000.0,
EML0002574,01/19/2026 13:15:55,USR0018,PC-USR0018-01,colleague9@dTA.org,,,usr0018@dTA.org,450000.0,
EML0002575,01/19/2026 10:49:59,USR0018,PC-USR0018-01,colleague4@dTA.org,,,usr0018@dTA.org,450000.0,memo.docx
EML0002576,01/19/2026 12:41:05,USR0018,PC-USR0018-01,colleague10@dTA.org,,,usr0018@dTA.org,450000.0,
EML0002577,01/19/2026 10:53:01,USR0018,PC-USR0018-01,colleague8@dTA.org,,,usr0018@dTA.org,450000.0,
EML0002578,01/19/2026 16:35:39,USR0018,PC-USR0018-01,colleague7@dTA.org,,,usr0018@dTA.org,450000.0,
EML0002579,01/19/2026 15:52:38,USR0019,PC-USR0019-01,colleague10@dTA.org,,,usr0019@dTA.org,450000.0,
EML0002580,01/19/2026 16:37:01,USR0019,PC-USR0019-01,colleague5@dTA.org,,,usr0019@dTA.org,450000.0,
EML0002581,01/19/2026 13:27:18,USR0019,PC-USR0019-01,colleague4@dTA.org,,,usr0019@dTA.org,450000.0,
EML0002582,01/19/2026 12:33:44,USR0019,PC-USR0019-01,colleague2@dTA.org,,,usr0019@dTA.org,450000.0,
EML0002583,01/19/2026 13:31:40,USR0019,PC-USR0019-01,colleague5@dTA.org,,,usr0019@dTA.org,450000.0,memo.docx
EML0002584,01/19/2026 15:34:23,USR0019,PC-USR0019-01,colleague6@dTA.org,,,usr0019@dTA.org,450000.0,
EML0002585,01/19/2026 13:50:24,USR0019,PC-USR0019-01,colleague2@dTA.org,,,usr0019@dTA.org,450000.0,memo.docx
EML0002586,01/19/2026 10:29:46,USR0020,PC-USR0020-01,colleague8@dTA.org,,,usr0020@dTA.org,450000.0,
EML0002587,01/19/2026 14:31:21,USR0020,PC-USR0020-01,colleague3@dTA.org,,,usr0020@dTA.org,450000.0,
EML0002588,01/19/2026 14:07:21,USR0020,PC-USR0020-01,colleague7@dTA.org,,,usr0020@dTA.org,450000.0,
EML0002589,01/19/2026 15:04:33,USR0020,PC-USR0020-01,colleague3@dTA.org,,,usr0020@dTA.org,450000.0,memo.docx
EML0002590,01/19/2026 10:00:31,USR0020,PC-USR0020-01,colleague4@dTA.org,,,usr0020@dTA.org,450000.0,memo.docx
EML0002591,01/19/2026 16:12:46,USR0020,PC-USR0020-01,colleague4@dTA.org,,,usr0020@dTA.org,450000.0,memo.docx
EML0002592,01/19/2026 10:08:11,USR0020,PC-USR0020-01,colleague3@dTA.org,,,usr0020@dTA.org,450000.0,
EML0002593,01/19/2026 11:30:07,USR0020,PC-USR0020-01,colleague9@dTA.org,,,usr0020@dTA.org,450000.0,memo.docx
EML0002594,01/19/2026 10:00:03,USR0020,PC-USR0020-01,colleague8@dTA.org,,,usr0020@dTA.org,450000.0,memo.docx
EML0002595,01/19/2026 12:18:20,USR0021,PC-USR0021-01,colleague3@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002596,01/19/2026 15:09:47,USR0021,PC-USR0021-01,colleague5@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002597,01/19/2026 12:43:59,USR0021,PC-USR0021-01,colleague4@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002598,01/19/2026 14:15:59,USR0021,PC-USR0021-01,colleague4@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002599,01/19/2026 09:43:46,USR0021,PC-USR0021-01,colleague3@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002600,01/19/2026 15:58:23,USR0021,PC-USR0021-01,colleague2@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002601,01/19/2026 11:07:14,USR0021,PC-USR0021-01,colleague10@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002602,01/19/2026 11:07:51,USR0021,PC-USR0021-01,colleague7@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002603,01/19/2026 14:33:23,USR0021,PC-USR0021-01,colleague6@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002604,01/19/2026 12:36:48,USR0021,PC-USR0021-01,colleague1@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002605,01/19/2026 12:40:13,USR0021,PC-USR0021-01,colleague5@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002606,01/19/2026 15:16:21,USR0021,PC-USR0021-01,colleague3@dTA.org,,,usr0021@dTA.org,450000.0,
EML0002607,01/19/2026 15:09:01,USR0022,PC-USR0022-01,colleague6@dTA.org,,,usr0022@dTA.org,450000.0,memo.docx
EML0002608,01/19/2026 15:09:08,USR0022,PC-USR0022-01,colleague10@dTA.org,,,usr0022@dTA.org,450000.0,
EML0002609,01/19/2026 15:21:05,USR0022,PC-USR0022-01,colleague6@dTA.org,,,usr0022@dTA.org,450000.0,
EML0002610,01/19/2026 16:09:32,USR0022,PC-USR0022-01,colleague1@dTA.org,,,usr0022@dTA.org,450000.0,
EML0002611,01/19/2026 10:22:36,USR0022,PC-USR0022-01,colleague2@dTA.org,,,usr0022@dTA.org,450000.0,
EML0002612,01/19/2026 15:26:07,USR0022,PC-USR0022-01,colleague3@dTA.org,,,usr0022@dTA.org,450000.0,
EML0002613,01/19/2026 14:50:43,USR0022,PC-USR0022-01,colleague1@dTA.org,,,usr0022@dTA.org,450000.0,memo.docx
EML0002614,01/19/2026 13:02:26,USR0022,PC-USR0022-01,colleague3@dTA.org,,,usr0022@dTA.org,450000.0,
EML0002615,01/19/2026 11:49:16,USR0022,PC-USR0022-01,colleague1@dTA.org,,,usr0022@dTA.org,450000.0,
EML0002616,01/19/2026 13:09:23,USR0022,PC-USR0022-01,colleague2@dTA.org,,,usr0022@dTA.org,450000.0,
EML0002617,01/19/2026 14:55:00,USR0023,PC-USR0023-01,colleague10@dTA.org,,,usr0023@dTA.org,450000.0,
EML0002618,01/19/2026 15:22:25,USR0023,PC-USR0023-01,colleague9@dTA.org,,,usr0023@dTA.org,450000.0,
EML0002619,01/19/2026 10:34:39,USR0023,PC-USR0023-01,colleague1@dTA.org,,,usr0023@dTA.org,450000.0,
EML0002620,01/19/2026 13:28:10,USR0023,PC-USR0023-01,colleague4@dTA.org,,,usr0023@dTA.org,450000.0,
EML0002621,01/19/2026 12:33:34,USR0023,PC-USR0023-01,colleague8@dTA.org,,,usr0023@dTA.org,450000.0,
EML0002622,01/19/2026 15:36:14,USR0023,PC-USR0023-01,colleague10@dTA.org,,,usr0023@dTA.org,450000.0,
EML0002623,01/19/2026 11:35:24,USR0024,PC-USR0024-01,colleague7@dTA.org,,,usr0024@dTA.org,450000.0,
EML0002624,01/19/2026 14:04:27,USR0024,PC-USR0024-01,colleague2@dTA.org,,,usr0024@dTA.org,450000.0,
EML0002625,01/19/2026 09:05:54,USR0024,PC-USR0024-01,colleague10@dTA.org,,,usr0024@dTA.org,450000.0,
EML0002626,01/19/2026 09:44:24,USR0024,PC-USR0024-01,colleague4@dTA.org,,,usr0024@dTA.org,450000.0,
EML0002627,01/19/2026 12:03:17,USR0024,PC-USR0024-01,colleague9@dTA.org,,,usr0024@dTA.org,450000.0,memo.docx
EML0002628,01/19/2026 09:08:14,USR0024,PC-USR0024-01,colleague7@dTA.org,,,usr0024@dTA.org,450000.0,
EML0002629,01/19/2026 16:57:53,USR0025,PC-USR0025-01,colleague1@dTA.org,,,usr0025@dTA.org,450000.0,memo.docx
EML0002630,01/19/2026 09:34:25,USR0025,PC-USR0025-01,colleague8@dTA.org,,,usr0025@dTA.org,450000.0,
EML0002631,01/19/2026 13:15:57,USR0025,PC-USR0025-01,colleague7@dTA.org,,,usr0025@dTA.org,450000.0,
EML0002632,01/19/2026 13:46:47,USR0025,PC-USR0025-01,colleague9@dTA.org,,,usr0025@dTA.org,450000.0,
EML0002633,01/19/2026 11:20:36,USR0025,PC-USR0025-01,colleague6@dTA.org,,,usr0025@dTA.org,450000.0,memo.docx
EML0002634,01/19/2026 10:43:04,USR0025,PC-USR0025-01,colleague1@dTA.org,,,usr0025@dTA.org,450000.0,
EML0002635,01/20/2026 15:56:02,AAE0190,PC-AAE0190-01,colleague7@dTA.org,,,aae0190@dTA.org,450000.0,
EML0002636,01/20/2026 14:50:22,AAE0190,PC-AAE0190-01,colleague5@dTA.org,,,aae0190@dTA.org,450000.0,memo.docx
EML0002637,01/20/2026 10:07:30,AAE0190,PC-AAE0190-01,colleague4@dTA.org,,,aae0190@dTA.org,450000.0,
EML0002638,01/20/2026 11:05:17,AAE0190,PC-AAE0190-01,colleague7@dTA.org,,,aae0190@dTA.org,450000.0,
EML0002639,01/20/2026 10:37:07,AAE0190,PC-AAE0190-01,colleague10@dTA.org,,,aae0190@dTA.org,450000.0,
EML0002640,01/20/2026 12:36:07,AAE0190,PC-AAE0190-01,colleague4@dTA.org,,,aae0190@dTA.org,450000.0,
EML0002641,01/20/2026 11:55:42,AAE0190,PC-AAE0190-01,colleague4@dTA.org,,,aae0190@dTA.org,450000.0,memo.docx
EML0002642,01/20/2026 12:02:27,AAE0190,PC-AAE0190-01,colleague2@dTA.org,,,aae0190@dTA.org,450000.0,memo.docx
EML0002643,01/20/2026 13:40:47,AAE0190,PC-AAE0190-01,colleague4@dTA.org,,,aae0190@dTA.org,450000.0,
EML0002644,01/20/2026 11:15:47,AAE0190,PC-AAE0190-01,colleague2@dTA.org,,,aae0190@dTA.org,450000.0,
EML0002645,01/20/2026 11:03:05,AAE0190,PC-AAE0190-01,colleague5@dTA.org,,,aae0190@dTA.org,450000.0,
EML0002646,01/20/2026 12:23:59,USR0002,PC-USR0002-01,colleague1@dTA.org,,,usr0002@dTA.org,450000.0,
EML0002647,01/20/2026 12:32:10,USR0002,PC-USR0002-01,colleague2@dTA.org,,,usr0002@dTA.org,450000.0,
EML0002648,01/20/2026 15:10:42,USR0002,PC-USR0002-01,colleague6@dTA.org,,,usr0002@dTA.org,450000.0,memo.docx
EML0002649,01/20/2026 10:58:59,USR0002,PC-USR0002-01,colleague4@dTA.org,,,usr0002@dTA.org,450000.0,memo.docx
EML0002650,01/20/2026 14:20:30,USR0002,PC-USR0002-01,colleague4@dTA.org,,,usr0002@dTA.org,450000.0,memo.docx
EML0002651,01/20/2026 16:38:54,USR0002,PC-USR0002-01,colleague1@dTA.org,,,usr0002@dTA.org,450000.0,
EML0002652,01/20/2026 16:03:48,USR0002,PC-USR0002-01,colleague8@dTA.org,,,usr0002@dTA.org,450000.0,memo.docx
EML0002653,01/20/2026 11:25:38,USR0003,PC-USR0003-01,colleague3@dTA.org,,,usr0003@dTA.org,450000.0,
EML0002654,01/20/2026 11:45:20,USR0003,PC-USR0003-01,colleague6@dTA.org,,,usr0003@dTA.org,450000.0,memo.docx
EML0002655,01/20/2026 12:55:04,USR0003,PC-USR0003-01,colleague6@dTA.org,,,usr0003@dTA.org,450000.0,memo.docx
EML0002656,01/20/2026 09:30:48,USR0003,PC-USR0003-01,colleague8@dTA.org,,,usr0003@dTA.org,450000.0,
EML0002657,01/20/2026 15:13:06,USR0003,PC-USR0003-01,colleague3@dTA.org,,,usr0003@dTA.org,450000.0,memo.docx
EML0002658,01/20/2026 11:24:10,USR0003,PC-USR0003-01,colleague9@dTA.org,,,usr0003@dTA.org,450000.0,
EML0002659,01/20/2026 16:15:28,USR0003,PC-USR0003-01,colleague6@dTA.org,,,usr0003@dTA.org,450000.0,
EML0002660,01/20/2026 15:32:44,USR0003,PC-USR0003-01,colleague5@dTA.org,,,usr0003@dTA.org,450000.0,
EML0002661,01/20/2026 15:08:22,USR0003,PC-USR0003-01,colleague2@dTA.org,,,usr0003@dTA.org,450000.0,
EML0002662,01/20/2026 10:33:41,USR0003,PC-USR0003-01,colleague1@dTA.org,,,usr0003@dTA.org,450000.0,memo.docx
EML0002663,01/20/2026 10:28:14,USR0004,PC-USR0004-01,colleague4@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002664,01/20/2026 10:07:52,USR0004,PC-USR0004-01,colleague10@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002665,01/20/2026 12:14:59,USR0004,PC-USR0004-01,colleague3@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002666,01/20/2026 11:14:27,USR0004,PC-USR0004-01,colleague9@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002667,01/20/2026 12:04:09,USR0004,PC-USR0004-01,colleague9@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002668,01/20/2026 12:43:09,USR0004,PC-USR0004-01,colleague1@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002669,01/20/2026 09:33:52,USR0004,PC-USR0004-01,colleague4@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002670,01/20/2026 13:31:18,USR0004,PC-USR0004-01,colleague5@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002671,01/20/2026 15:35:14,USR0004,PC-USR0004-01,colleague10@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002672,01/20/2026 11:36:50,USR0004,PC-USR0004-01,colleague3@dTA.org,,,usr0004@dTA.org,450000.0,
EML0002673,01/20/2026 15:26:00,USR0005,PC-USR0005-01,colleague2@dTA.org,,,usr0005@dTA.org,450000.0,
EML0002674,01/20/2026 12:16:19,USR0005,PC-USR0005-01,colleague1@dTA.org,,,usr0005@dTA.org,450000.0,
EML0002675,01/20/2026 12:10:22,USR0005,PC-USR0005-01,colleague2@dTA.org,,,usr0005@dTA.org,450000.0,
EML0002676,01/20/2026 09:08:03,USR0005,PC-USR0005-01,colleague10@dTA.org,,,usr0005@dTA.org,450000.0,memo.docx
EML0002677,01/20/2026 14:18:11,USR0005,PC-USR0005-01,colleague5@dTA.org,,,usr0005@dTA.org,450000.0,
EML0002678,01/20/2026 09:29:03,USR0005,PC-USR0005-01,colleague2@dTA.org,,,usr0005@dTA.org,450000.0,
EML0002679,01/20/2026 09:27:42,USR0006,PC-USR0006-01,colleague1@dTA.org,,,usr0006@dTA.org,450000.0,
EML0002680,01/20/2026 15:16:59,USR0006,PC-USR0006-01,colleague10@dTA.org,,,usr0006@dTA.org,450000.0,memo.docx
EML0002681,01/20/2026 16:36:52,USR0006,PC-USR0006-01,colleague2@dTA.org,,,usr0006@dTA.org,450000.0,
EML0002682,01/20/2026 13:19:38,USR0006,PC-USR0006-01,colleague10@dTA.org,,,usr0006@dTA.org,450000.0,
EML0002683,01/20/2026 16:01:19,USR0006,PC-USR0006-01,colleague6@dTA.org,,,usr0006@dTA.org,450000.0,
EML0002684,01/20/2026 13:35:50,USR0006,PC-USR0006-01,colleague3@dTA.org,,,usr0006@dTA.org,450000.0,memo.docx
EML0002685,01/20/2026 14:59:42,USR0006,PC-USR0006-01,colleague5@dTA.org,,,usr0006@dTA.org,450000.0,
EML0002686,01/20/2026 16:49:45,USR0006,PC-USR0006-01,colleague6@dTA.org,,,usr0006@dTA.org,450000.0,
EML0002687,01/20/2026 12:23:12,USR0006,PC-USR0006-01,colleague9@dTA.org,,,usr0006@dTA.org,450000.0,
EML0002688,01/20/2026 15:48:05,USR0006,PC-USR0006-01,colleague3@dTA.org,,,usr0006@dTA.org,450000.0,
EML0002689,01/20/2026 09:15:23,USR0007,PC-USR0007-01,colleague10@dTA.org,,,usr0007@dTA.org,450000.0,memo.docx
EML0002690,01/20/2026 09:05:17,USR0007,PC-USR0007-01,colleague2@dTA.org,,,usr0007@dTA.org,450000.0,
EML0002691,01/20/2026 09:55:14,USR0007,PC-USR0007-01,colleague9@dTA.org,,,usr0007@dTA.org,450000.0,
EML0002692,01/20/2026 11:26:21,USR0007,PC-USR0007-01,colleague8@dTA.org,,,usr0007@dTA.org,450000.0,
EML0002693,01/20/2026 15:57:09,USR0007,PC-USR0007-01,colleague2@dTA.org,,,usr0007@dTA.org,450000.0,
EML0002694,01/20/2026 13:48:48,USR0007,PC-USR0007-01,colleague5@dTA.org,,,usr0007@dTA.org,450000.0,
EML0002695,01/20/2026 13:32:35,USR0007,PC-USR0007-01,colleague8@dTA.org,,,usr0007@dTA.org,450000.0,
EML0002696,01/20/2026 15:38:27,USR0007,PC-USR0007-01,colleague2@dTA.org,,,usr0007@dTA.org,450000.0,
EML0002697,01/20/2026 14:37:39,USR0007,PC-USR0007-01,colleague2@dTA.org,,,usr0007@dTA.org,450000.0,memo.docx
EML0002698,01/20/2026 16:26:30,USR0007,PC-USR0007-01,colleague8@dTA.org,,,usr0007@dTA.org,450000.0,memo.docx
EML0002699,01/20/2026 10:02:31,USR0008,PC-USR0008-01,colleague3@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002700,01/20/2026 13:23:24,USR0008,PC-USR0008-01,colleague3@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002701,01/20/2026 10:08:08,USR0008,PC-USR0008-01,colleague2@dTA.org,,,usr0008@dTA.org,450000.0,memo.docx
EML0002702,01/20/2026 13:13:29,USR0008,PC-USR0008-01,colleague10@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002703,01/20/2026 15:08:28,USR0008,PC-USR0008-01,colleague1@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002704,01/20/2026 13:56:33,USR0008,PC-USR0008-01,colleague8@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002705,01/20/2026 11:29:41,USR0008,PC-USR0008-01,colleague9@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002706,01/20/2026 14:52:51,USR0008,PC-USR0008-01,colleague9@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002707,01/20/2026 14:44:35,USR0008,PC-USR0008-01,colleague3@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002708,01/20/2026 15:12:52,USR0008,PC-USR0008-01,colleague1@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002709,01/20/2026 15:08:28,USR0008,PC-USR0008-01,colleague8@dTA.org,,,usr0008@dTA.org,450000.0,
EML0002710,01/20/2026 13:00:07,USR0009,PC-USR0009-01,colleague5@dTA.org,,,usr0009@dTA.org,450000.0,memo.docx
EML0002711,01/20/2026 11:57:21,USR0009,PC-USR0009-01,colleague5@dTA.org,,,usr0009@dTA.org,450000.0,
EML0002712,01/20/2026 15:14:23,USR0009,PC-USR0009-01,colleague1@dTA.org,,,usr0009@dTA.org,450000.0,
EML0002713,01/20/2026 11:27:13,USR0009,PC-USR0009-01,colleague7@dTA.org,,,usr0009@dTA.org,450000.0,
EML0002714,01/20/2026 12:59:24,USR0009,PC-USR0009-01,colleague9@dTA.org,,,usr0009@dTA.org,450000.0,
EML0002715,01/20/2026 16:30:53,USR0009,PC-USR0009-01,colleague7@dTA.org,,,usr0009@dTA.org,450000.0,
EML0002716,01/20/2026 12:11:31,USR0009,PC-USR0009-01,colleague2@dTA.org,,,usr0009@dTA.org,450000.0,
EML0002717,01/20/2026 13:13:34,USR0009,PC-USR0009-01,colleague4@dTA.org,,,usr0009@dTA.org,450000.0,memo.docx
EML0002718,01/20/2026 16:22:44,USR0009,PC-USR0009-01,colleague1@dTA.org,,,usr0009@dTA.org,450000.0,
EML0002719,01/20/2026 09:35:51,USR0009,PC-USR0009-01,colleague7@dTA.org,,,usr0009@dTA.org,450000.0,memo.docx
EML0002720,01/20/2026 13:10:39,USR0009,PC-USR0009-01,colleague8@dTA.org,,,usr0009@dTA.org,450000.0,
EML0002721,01/20/2026 14:44:51,USR0010,PC-USR0010-01,colleague6@dTA.org,,,usr0010@dTA.org,450000.0,
EML0002722,01/20/2026 12:32:59,USR0010,PC-USR0010-01,colleague6@dTA.org,,,usr0010@dTA.org,450000.0,
EML0002723,01/20/2026 12:19:32,USR0010,PC-USR0010-01,colleague7@dTA.org,,,usr0010@dTA.org,450000.0,
EML0002724,01/20/2026 13:59:45,USR0010,PC-USR0010-01,colleague8@dTA.org,,,usr0010@dTA.org,450000.0,
EML0002725,01/20/2026 15:43:15,USR0010,PC-USR0010-01,colleague5@dTA.org,,,usr0010@dTA.org,450000.0,
EML0002726,01/20/2026 11:49:44,USR0011,PC-USR0011-01,colleague5@dTA.org,,,usr0011@dTA.org,450000.0,
EML0002727,01/20/2026 12:47:39,USR0011,PC-USR0011-01,colleague6@dTA.org,,,usr0011@dTA.org,450000.0,memo.docx
EML0002728,01/20/2026 15:24:36,USR0011,PC-USR0011-01,colleague10@dTA.org,,,usr0011@dTA.org,450000.0,
EML0002729,01/20/2026 14:47:23,USR0011,PC-USR0011-01,colleague9@dTA.org,,,usr0011@dTA.org,450000.0,
EML0002730,01/20/2026 10:20:04,USR0012,PC-USR0012-01,colleague9@dTA.org,,,usr0012@dTA.org,450000.0,memo.docx
EML0002731,01/20/2026 11:09:45,USR0012,PC-USR0012-01,colleague3@dTA.org,,,usr0012@dTA.org,450000.0,memo.docx
EML0002732,01/20/2026 09:38:21,USR0012,PC-USR0012-01,colleague8@dTA.org,,,usr0012@dTA.org,450000.0,
EML0002733,01/20/2026 11:10:28,USR0012,PC-USR0012-01,colleague2@dTA.org,,,usr0012@dTA.org,450000.0,
EML0002734,01/20/2026 16:49:21,USR0012,PC-USR0012-01,colleague7@dTA.org,,,usr0012@dTA.org,450000.0,
EML0002735,01/20/2026 09:39:13,USR0012,PC-USR0012-01,colleague4@dTA.org,,,usr0012@dTA.org,450000.0,
EML0002736,01/20/2026 12:59:11,USR0012,PC-USR0012-01,colleague9@dTA.org,,,usr0012@dTA.org,450000.0,
EML0002737,01/20/2026 16:33:40,USR0012,PC-USR0012-01,colleague7@dTA.org,,,usr0012@dTA.org,450000.0,memo.docx
EML0002738,01/20/2026 11:38:06,USR0013,PC-USR0013-01,colleague10@dTA.org,,,usr0013@dTA.org,450000.0,
EML0002739,01/20/2026 15:06:33,USR0013,PC-USR0013-01,colleague6@dTA.org,,,usr0013@dTA.org,450000.0,
EML0002740,01/20/2026 11:19:31,USR0013,PC-USR0013-01,colleague3@dTA.org,,,usr0013@dTA.org,450000.0,
EML0002741,01/20/2026 16:44:21,USR0013,PC-USR0013-01,colleague9@dTA.org,,,usr0013@dTA.org,450000.0,
EML0002742,01/20/2026 16:49:29,USR0014,PC-USR0014-01,colleague1@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002743,01/20/2026 09:53:24,USR0014,PC-USR0014-01,colleague10@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002744,01/20/2026 10:29:16,USR0014,PC-USR0014-01,colleague2@dTA.org,,,usr0014@dTA.org,450000.0,memo.docx
EML0002745,01/20/2026 12:04:32,USR0014,PC-USR0014-01,colleague3@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002746,01/20/2026 12:43:38,USR0014,PC-USR0014-01,colleague10@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002747,01/20/2026 11:45:34,USR0014,PC-USR0014-01,colleague4@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002748,01/20/2026 12:05:35,USR0014,PC-USR0014-01,colleague6@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002749,01/20/2026 16:23:04,USR0014,PC-USR0014-01,colleague6@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002750,01/20/2026 12:32:51,USR0014,PC-USR0014-01,colleague3@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002751,01/20/2026 13:13:22,USR0014,PC-USR0014-01,colleague9@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002752,01/20/2026 16:09:14,USR0014,PC-USR0014-01,colleague2@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002753,01/20/2026 14:00:16,USR0014,PC-USR0014-01,colleague1@dTA.org,,,usr0014@dTA.org,450000.0,
EML0002754,01/20/2026 16:41:10,USR0015,PC-USR0015-01,colleague8@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002755,01/20/2026 09:53:35,USR0015,PC-USR0015-01,colleague9@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002756,01/20/2026 09:36:06,USR0015,PC-USR0015-01,colleague2@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002757,01/20/2026 15:08:43,USR0015,PC-USR0015-01,colleague7@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002758,01/20/2026 16:58:32,USR0015,PC-USR0015-01,colleague10@dTA.org,,,usr0015@dTA.org,450000.0,memo.docx
EML0002759,01/20/2026 09:02:06,USR0015,PC-USR0015-01,colleague1@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002760,01/20/2026 10:37:19,USR0015,PC-USR0015-01,colleague1@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002761,01/20/2026 12:49:56,USR0015,PC-USR0015-01,colleague7@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002762,01/20/2026 14:07:15,USR0015,PC-USR0015-01,colleague5@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002763,01/20/2026 11:31:12,USR0015,PC-USR0015-01,colleague5@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002764,01/20/2026 13:16:26,USR0015,PC-USR0015-01,colleague5@dTA.org,,,usr0015@dTA.org,450000.0,
EML0002765,01/20/2026 14:57:20,USR0016,PC-USR0016-01,colleague2@dTA.org,,,usr0016@dTA.org,450000.0,
EML0002766,01/20/2026 09:48:27,USR0016,PC-USR0016-01,colleague4@dTA.org,,,usr0016@dTA.org,450000.0,memo.docx
EML0002767,01/20/2026 16:31:15,USR0016,PC-USR0016-01,colleague2@dTA.org,,,usr0016@dTA.org,450000.0,
EML0002768,01/20/2026 12:43:12,USR0016,PC-USR0016-01,colleague3@dTA.org,,,usr0016@dTA.org,450000.0,
EML0002769,01/20/2026 12:32:43,USR0016,PC-USR0016-01,colleague5@dTA.org,,,usr0016@dTA.org,450000.0,
EML0002770,01/20/2026 12:35:13,USR0016,PC-USR0016-01,colleague7@dTA.org,,,usr0016@dTA.org,450000.0,
EML0002771,01/20/2026 14:02:36,USR0017,PC-USR0017-01,colleague4@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002772,01/20/2026 09:50:24,USR0017,PC-USR0017-01,colleague6@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002773,01/20/2026 09:41:10,USR0017,PC-USR0017-01,colleague8@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002774,01/20/2026 16:51:25,USR0017,PC-USR0017-01,colleague2@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002775,01/20/2026 10:10:36,USR0017,PC-USR0017-01,colleague2@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002776,01/20/2026 09:54:43,USR0017,PC-USR0017-01,colleague9@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002777,01/20/2026 09:26:44,USR0017,PC-USR0017-01,colleague8@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002778,01/20/2026 15:49:28,USR0017,PC-USR0017-01,colleague3@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002779,01/20/2026 15:10:58,USR0017,PC-USR0017-01,colleague2@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002780,01/20/2026 16:43:41,USR0017,PC-USR0017-01,colleague2@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002781,01/20/2026 10:02:08,USR0017,PC-USR0017-01,colleague1@dTA.org,,,usr0017@dTA.org,450000.0,memo.docx
EML0002782,01/20/2026 14:40:58,USR0017,PC-USR0017-01,colleague1@dTA.org,,,usr0017@dTA.org,450000.0,
EML0002783,01/20/2026 14:49:59,USR0018,PC-USR0018-01,colleague5@dTA.org,,,usr0018@dTA.org,450000.0,
EML0002784,01/20/2026 14:29:29,USR0018,PC-USR0018-01,colleague8@dTA.org,,,usr0018@dTA.org,450000.0,
EML0002785,01/20/2026 09:50:20,USR0018,PC-USR0018-01,colleague6@dTA.org,,,usr0018@dTA.org,450000.0,
EML0002786,01/20/2026 15:02:51,USR0018,PC-USR0018-01,colleague2@dTA.org,,,usr0018@dTA.org,450000.0,
